2009/Q3 (wrz 09) ,"7,17%~branża 14,70%","4,29%~branża 0,34%","11,71%~branża 5,39%","5,13%~branża 1,03%","14,90%~branża 5,76%","6,05%~branża 1,36%",,"9,80%~branża 4,40%"
2009/Q4 (gru 09) ,"8,69%~branża 9,10%","5,42%~branża 3,70%","10,17%~branża 8,18%","6,40%~branża 4,09%","14,40%~branża 6,76%","8,33%~branża 5,72%",,"8,61%~branża 7,74%"
2010/Q1 (mar 10) ,"10,11%~branża 11,12%","6,48%~branża 4,48%","8,96%~branża 7,56%","7,39%~branża 4,76%","13,12%~branża 6,39%","9,62%~branża 5,32%",,"7,85%~branża 7,50%"
2010/Q2 (cze 10) ,"10,17%~branża 10,28%","6,11%~branża 4,22%","7,81%~branża 6,92%","7,18%~branża 4,52%","11,52%~branża 6,00%","9,28%~branża 6,52%",,"6,65%~branża 7,07%"
2010/Q3 (wrz 10) ,"10,31%~branża 11,32%","6,22%~branża 4,68%","8,11%~branża 7,18%","7,29%~branża 4,06%","11,64%~branża 6,00%","9,35%~branża 5,60%",,"6,92%~branża 7,82%"
2010/Q4 (gru 10) ,"10,34%~branża 10,14%","6,36%~branża 4,07%","9,46%~branża 5,05%","7,19%~branża 3,30%","12,99%~branża 5,41%","9,00%~branża 3,70%",,"8,37%~branża 6,39%"
2011/Q1 (mar 11) ,"10,57%~branża 9,93%","6,34%~branża 4,66%","9,35%~branża 5,27%","6,94%~branża 4,82%","12,87%~branża 5,26%","8,55%~branża 5,70%",,"8,54%~branża 6,70%"
2011/Q2 (cze 11) ,"11,95%~branża 10,06%","6,87%~branża 4,77%","10,05%~branża 5,49%","7,35%~branża 3,98%","13,25%~branża 5,15%","9,04%~branża 3,86%",,"9,39%~branża 6,49%"
2011/Q3 (wrz 11) ,"11,14%~branża 11,80%","6,49%~branża 5,86%","10,10%~branża 5,03%","6,84%~branża 4,44%","12,84%~branża 5,08%","8,40%~branża 4,50%",,"9,58%~branża 6,58%"
2011/Q4 (gru 11) ,"12,03%~branża 19,72%","7,40%~branża 7,18%","9,85%~branża 6,30%","7,45%~branża 5,52%","12,81%~branża 5,52%","8,44%~branża 5,52%",,"9,79%~branża 9,78%"
2012/Q1 (mar 12) ,"12,24%~branża 19,92%","7,61%~branża 7,39%","9,84%~branża 6,13%","7,70%~branża 5,62%","12,66%~branża 5,16%","8,81%~branża 5,48%",,"9,73%~branża 9,12%"
2012/Q2 (cze 12) ,"12,53%~branża 14,52%","7,51%~branża 7,06%","9,76%~branża 5,70%","7,71%~branża 4,60%","12,63%~branża 5,06%","8,61%~branża 5,20%",,"9,51%~branża 8,43%"
2012/Q3 (wrz 12) ,"12,91%~branża 14,56%","7,86%~branża 6,26%","9,67%~branża 5,46%","8,21%~branża 4,48%","12,12%~branża 4,72%","9,16%~branża 5,07%",,"9,27%~branża 8,19%"
2012/Q4 (gru 12) ,"11,45%~branża 8,76%","7,13%~branża 5,02%","8,98%~branża 4,53%","7,40%~branża 4,02%","10,28%~branża 4,28%","8,65%~branża 4,76%",,"8,65%~branża 6,77%"
2013/Q1 (mar 13) ,"10,61%~branża 7,06%","6,84%~branża 4,07%","8,87%~branża 3,96%","6,97%~branża 3,37%","10,15%~branża 3,44%","8,11%~branża 4,05%",,"8,69%~branża 5,80%"
2013/Q2 (cze 13) ,"11,81%~branża 6,82%","7,37%~branża 3,65%","8,38%~branża 2,69%","7,71%~branża 3,14%","9,51%~branża 2,74%","7,80%~branża 4,00%",,"8,01%~branża 4,95%"
2013/Q3 (wrz 13),"11,30%~branża 6,62%","7,14%~branża 3,76%","8,52%~branża 2,26%","7,66%~branża 3,07%","10,14%~branża 2,65%","7,85%~branża 4,00%",,"7,94%~branża 4,12%"
2013/Q4 (gru 13) ,"13,64%~branża 9,06%","8,94%~branża 4,54%","8,85%~branża 3,65%","9,37%~branża 3,64%","10,82%~branża 2,08%","8,19%~branża 4,47%",,"8,44%~branża 4,12%"
2014/Q1 (mar 14) ,"14,50%~branża 9,19%","9,70%~branża 4,60%","9,90%~branża 4,40%","9,87%~branża 3,62%","11,94%~branża 2,98%","9,00%~branża 4,44%",,"9,73%~branża 5,54%"
2014/Q2 (cze 14) ,"15,81%~branża 9,10%","10,07%~branża 4,77%","11,17%~branża 4,82%","10,10%~branża 3,74%","13,15%~branża 3,82%","10,34%~branża 4,60%",,"11,13%~branża 6,67%"
2014/Q3 (wrz 14) ,"16,49%~branża 11,20%","10,91%~branża 5,08%","12,27%~branża 5,32%","10,87%~branża 3,94%","14,35%~branża 4,06%","11,26%~branża 5,15%",,"12,32%~branża 6,58%"
2014/Q4 (gru 14) ,"14,05%~branża 9,07%","9,40%~branża 3,09%","12,24%~branża 4,64%","9,21%~branża 2,68%","13,36%~branża 4,02%","11,00%~branża 4,04%",,"12,50%~branża 6,65%"
2015/Q1 (mar 15) ,"14,01%~branża 10,52%","9,41%~branża 3,75%","12,09%~branża 4,94%","9,17%~branża 3,29%","12,93%~branża 3,94%","10,61%~branża 4,20%",,"12,40%~branża 6,38%"
2015/Q2 (cze 15) ,"15,32%~branża 10,51%","9,18%~branża 3,86%","11,76%~branża 6,20%","9,13%~branża 3,66%","12,19%~branża 3,85%","10,73%~branża 4,57%",,"11,81%~branża 6,34%"
2015/Q3 (wrz 15) ,"14,79%~branża 8,87%","9,20%~branża 4,18%","11,39%~branża 7,06%","9,05%~branża 4,32%","11,58%~branża 4,45%","10,47%~branża 5,50%",,"11,58%~branża 6,81%"
2015/Q4 (gru 15) ,"16,41%~branża 9,89%","10,71%~branża 5,62%","12,06%~branża 8,14%","10,35%~branża 5,89%","12,78%~branża 5,69%","11,32%~branża 7,62%",,"12,48%~branża 7,78%"
2016/Q1 (mar 16) ,"17,10%~branża 11,68%","11,31%~branża 6,31%","12,44%~branża 8,70%","11,03%~branża 6,86%","13,17%~branża 5,88%","12,01%~branża 8,48%",,"12,76%~branża 8,02%"
2016/Q2 (cze 16) ,"20,60%~branża 15,28%","11,56%~branża 7,75%","12,71%~branża 8,70%","12,20%~branża 8,36%","14,76%~branża 6,57%","12,03%~branża 8,50%",,"12,04%~branża 8,38%"
2016/Q3 (wrz 16) ,"20,83%~branża 14,94%","11,94%~branża 7,30%","12,67%~branża 8,49%","12,67%~branża 7,86%","13,89%~branża 7,28%","12,03%~branża 7,95%",,"11,93%~branża 8,98%"
2016/Q4 (gru 16) ,"19,77%~branża 15,88%","11,96%~branża 7,16%","12,31%~branża 7,92%","12,12%~branża 7,24%","11,64%~branża 7,02%","11,66%~branża 7,62%",,"12,15%~branża 8,98%"
2017/Q1 (mar 17) ,"19,01%~branża 19,96%","11,56%~branża 10,24%","12,03%~branża 11,30%","11,71%~branża 9,36%","10,42%~branża 7,32%","11,68%~branża 10,92%",,"11,88%~branża 11,84%"
2017/Q2 (cze 17) ,"20,52%~branża 20,37%","10,39%~branża 8,82%","11,76%~branża 10,54%","10,22%~branża 8,02%","9,09%~branża 6,80%","11,35%~branża 10,26%",,"11,95%~branża 10,88%"
2017/Q3 (wrz 17) ,"18,52%~branża 17,70%","9,77%~branża 8,50%","11,73%~branża 10,03%","9,56%~branża 7,66%","8,84%~branża 6,08%","11,31%~branża 9,80%",,"11,99%~branża 11,03%"
2017/Q4 (gru 17) ,"17,38%~branża 17,22%","9,48%~branża 7,97%","11,40%~branża 9,08%","8,96%~branża 6,56%","10,02%~branża 5,99%","11,12%~branża 8,63%",,"12,05%~branża 11,24%"
2018/Q1 (mar 18) ,"16,75%~branża 14,64%","9,25%~branża 6,53%","11,28%~branża 6,99%","8,68%~branża 5,66%","10,13%~branża 6,27%","10,84%~branża 7,33%",,"12,01%~branża 9,79%"
2018/Q2 (cze 18) ,"19,16%~branża 14,82%","8,92%~branża 6,26%","11,42%~branża 6,95%","8,67%~branża 4,91%","10,55%~branża 6,40%","10,87%~branża 6,74%",,"11,75%~branża 10,00%"
2018/Q3 (wrz 18) ,"18,51%~branża 14,94%","9,01%~branża 8,12%","11,36%~branża 8,19%","8,56%~branża 5,72%","10,96%~branża 7,61%","10,78%~branża 7,96%",,"11,96%~branża 10,02%"
2018/Q4 (gru 18) ,"19,21%~branża 15,67%","9,65%~branża 7,56%","11,24%~branża 7,64%","8,93%~branża 6,66%","10,91%~branża 7,94%","10,54%~branża 8,96%",,"12,15%~branża 10,98%"
2019/Q1 (mar 19) ,"18,66%~branża 13,89%","9,38%~branża 5,27%","10,92%~branża 7,68%","8,77%~branża 6,00%","11,18%~branża 8,20%","10,26%~branża 8,36%",,"11,67%~branża 9,54%"
2019/Q2 (cze 19) ,"21,18%~branża 12,48%","9,27%~branża 4,67%","10,87%~branża 6,45%","8,68%~branża 4,97%","11,11%~branża 6,88%","10,16%~branża 7,30%",,"11,60%~branża 7,80%"
2019/Q3 (wrz 19) ,"20,67%~branża 6,76%","10,09%~branża 3,11%","11,30%~branża 5,40%","9,11%~branża 3,77%","11,88%~branża 6,21%","10,65%~branża 5,77%",,"12,52%~branża 5,77%"
2019/Q4 (gru 19) ,"19,96%~branża 6,38%","10,61%~branża 2,55%","12,01%~branża 4,42%","9,20%~branża 2,36%","12,63%~branża 5,34%","11,35%~branża 3,35%",,"13,85%~branża 4,94%"
2020/Q1 (mar 20) ,"20,62%~branża 4,99%","10,90%~branża 2,13%","12,81%~branża 4,23%","9,84%~branża 2,10%","13,41%~branża 5,60%","12,12%~branża 2,82%",,"14,18%~branża 4,78%"
2020/Q2 (cze 20) ,"21,76%~branża 5,64%","12,79%~branża 2,42%","14,11%~branża 4,87%","11,05%~branża 2,98%","13,79%~branża 5,81%","13,40%~branża 3,93%",,"16,33%~branża 4,64%"
2020/Q3 (wrz 20) ,"26,63%~branża 6,26%","13,21%~branża 2,72%","14,82%~branża 5,08%","11,67%~branża 2,72%","14,53%~branża 5,50%","14,18%~branża 3,70%",,"16,79%~branża 5,11%"
2020/Q4 (gru 20) ,"27,12%~branża 13,86%","14,89%~branża 6,68%","14,88%~branża 7,07%","12,17%~branża 5,66%","14,78%~branża 7,28%","14,30%~branża 7,12%",,"18,20%~branża 7,63%"
2021/Q1 (mar 21) ,"27,93%~branża 18,98%","15,68%~branża 9,08%","15,69%~branża 8,75%","13,10%~branża 7,84%","15,21%~branża 8,00%","15,24%~branża 9,91%",,"18,78%~branża 10,12%"
2021/Q2 (cze 21) ,"35,70%~branża 19,10%","16,80%~branża 10,50%","16,23%~branża 9,70%","13,26%~branża 7,92%","15,32%~branża 8,64%","15,95%~branża 9,99%",,"20,55%~branża 13,09%"
2021/Q3 (wrz 21) ,"34,21%~branża 24,94%","17,08%~branża 13,42%","16,08%~branża 11,06%","13,17%~branża 9,64%","16,64%~branża 10,56%","15,82%~branża 12,14%",,"20,85%~branża 14,68%"
2021/Q4 (gru 21),"33,63%~branża 18,14%","16,86%~branża 12,42%","16,23%~branża 12,36%","12,93%~branża 10,13%","16,65%~branża 11,32%","15,94%~branża 12,26%",,"21,15%~branża 15,16%"
2022/Q1 (mar 22) ,"32,24%~branża 19,90%","16,34%~branża 13,26%","15,92%~branża 12,79%","12,38%~branża 10,68%","17,10%~branża 11,78%","15,60%~branża 12,90%",,"21,01%~branża 15,88%"
2022/Q2 (cze 22) ,"43,26%~branża 20,98%","17,12%~branża 13,95%","16,21%~branża 12,52%","12,78%~branża 10,22%","18,07%~branża 11,70%","15,74%~branża 12,70%",,"21,71%~branża 17,10%"
2022/Q3 (wrz 22) ,"39,02%~branża 20,38%","17,33%~branża 13,52%","15,55%~branża 11,80%","12,25%~branża 9,79%","16,29%~branża 11,22%","14,90%~branża 12,02%",,"21,98%~branża 17,04%"
2022/Q4 (gru 22) ,"34,95%~branża 19,23%","17,46%~branża 13,04%","14,59%~branża 11,73%","11,44%~branża 9,34%","15,16%~branża 10,44%","13,47%~branża 11,72%",,"22,26%~branża 16,34%"
2023/Q1 (mar 23) ,"30,75%~branża 20,14%","16,53%~branża 12,40%","13,66%~branża 11,80%","11,02%~branża 9,34%","13,63%~branża 11,26%","12,32%~branża 11,02%",,"20,50%~branża 15,62%"
2023/Q2 (cze 23) ,"33,56%~branża 18,87%","14,56%~branża 10,12%","12,35%~branża 9,87%","9,91%~branża 7,66%","12,28%~branża 8,73%","10,81%~branża 9,04%",,"18,15%~branża 12,96%"
2023/Q3 (wrz 23) ,"30,55%~branża 18,32%","14,84%~branża 10,32%","12,83%~branża 8,30%","10,47%~branża 8,22%","12,65%~branża 5,53%","11,36%~branża 9,35%",,"18,19%~branża 10,24%"
2023/Q4 (gru 23) ,"28,52%~branża 16,66%","14,75%~branża 9,24%","13,17%~branża 8,22%","10,33%~branża 7,92%","12,70%~branża 6,20%","11,92%~branża 10,60%",,"18,81%~branża 9,54%"
2024/Q1 (mar 24) ,"26,98%~branża 10,24%","14,73%~branża 5,76%","13,86%~branża 7,90%","10,88%~branża 5,45%","13,49%~branża 5,77%","12,66%~branża 7,42%",,"18,76%~branża 8,26%"
2024/Q2 (cze 24) ,"33,46%~branża 8,54%","14,71%~branża 5,20%","14,17%~branża 7,65%","11,27%~branża 4,52%","13,69%~branża 3,88%","13,02%~branża 6,49%",,"18,49%~branża 8,70%"
2024/Q3 (wrz 24) ,"28,95%~branża 5,68%","12,33%~branża 4,34%","13,77%~branża 5,94%","10,52%~branża 3,49%","13,33%~branża 3,26%","12,50%~branża 4,54%",,"16,14%~branża 7,50%"
