2011/Q1 (mar 11) ,"12,42%~branża 11,78%","5,31%~branża 3,77%","4,50%~branża 1,87%","3,25%~branża 1,21%","4,60%~branża 1,88%","4,12%~branża 1,42%","10,06%~branża -0,17%","7,36%~branża 6,33%"
2011/Q2 (cze 11) ,"15,89%~branża 15,89%","6,95%~branża 4,76%","4,16%~branża 4,16%","4,06%~branża 3,56%","4,21%~branża 4,21%","4,99%~branża 4,45%","9,47%~branża 2,99%","7,13%~branża 5,53%"
2011/Q3 (wrz 11) ,"9,57%~branża 10,34%","3,92%~branża 4,00%","3,88%~branża 3,88%","2,29%~branża 2,29%","3,87%~branża 3,87%","2,91%~branża 2,91%","8,88%~branża 13,40%","6,65%~branża 5,26%"
2011/Q4 (gru 11) ,"9,63%~branża 4,56%","4,02%~branża 1,85%","1,93%~branża 1,93%","2,21%~branża 2,21%","3,22%~branża 3,22%","2,61%~branża 2,61%","8,02%~branża 6,00%","3,52%~branża 2,14%"
2012/Q1 (mar 12) ,"9,81%~branża 8,38%","4,28%~branża 2,84%","1,47%~branża 1,47%","2,22%~branża 2,22%","2,75%~branża 2,75%","2,60%~branża 2,60%","7,35%~branża 15,12%","2,83%~branża 2,83%"
2012/Q2 (cze 12) ,"6,36%~branża 1,98%","2,87%~branża -0,37%","0,89%~branża 1,78%","1,39%~branża 0,66%","2,20%~branża 4,64%","1,66%~branża 0,76%","6,71%~branża 18,74%","1,83%~branża 1,83%"
2012/Q3 (wrz 12) ,"12,06%~branża 6,67%","5,62%~branża 3,42%","1,43%~branża 1,67%","2,73%~branża 1,10%","2,62%~branża 2,62%","3,27%~branża 1,39%","7,07%~branża 18,02%","2,95%~branża 6,09%"
2012/Q4 (gru 12) ,"8,85%~branża 8,93%","4,45%~branża 4,35%","1,69%~branża 1,69%","1,95%~branża 0,71%","2,18%~branża 2,18%","2,19%~branża 0,93%","6,67%~branża 25,62%","3,85%~branża 7,52%"
2013/Q1 (mar 13) ,"4,61%~branża 5,58%","2,30%~branża 2,14%","1,21%~branża 1,21%","1,04%~branża 0,42%","1,68%~branża 1,68%","1,02%~branża 0,55%","6,25%~branża 24,96%","2,66%~branża 6,59%"
2013/Q2 (cze 13) ,"3,98%~branża 4,36%","1,89%~branża 2,52%","0,77%~branża 1,23%","0,87%~branża 0,78%","1,23%~branża 1,43%","0,71%~branża 0,71%","5,84%~branża 24,31%","1,68%~branża 5,54%"
2013/Q3 (wrz 13) ,"1,21%~branża 5,30%","0,60%~branża 2,64%","0,07%~branża 1,05%","0,27%~branża 0,54%","0,69%~branża 1,74%","0,00%~branża 0,63%","5,36%~branża 29,33%","0,15%~branża 5,23%"
2013/Q4 (gru 13) ,"0,68%~branża 1,27%","0,34%~branża 0,46%","0,29%~branża 0,29%","0,15%~branża 0,24%","0,42%~branża 0,73%","0,16%~branża 0,16%","5,16%~branża 27,58%","0,65%~branża 0,65%"
2014/Q1 (mar 14) ,"0,35%~branża 0,60%","0,17%~branża 0,23%","0,22%~branża 0,22%","0,08%~branża 0,19%","0,16%~branża 0,59%","0,20%~branża 0,20%","5,00%~branża 26,42%","0,46%~branża 0,46%"
2014/Q2 (cze 14) ,"-23,67%~branża 0,73%","-9,68%~branża 0,27%","-4,00%~branża -0,60%","-4,42%~branża 0,24%","0,45%~branża 1,19%","-4,74%~branża -1,46%","5,26%~branża 27,86%","-8,76%~branża -0,69%"
2014/Q3 (wrz 14) ,"-23,71%~branża 4,36%","-9,84%~branża 1,64%","-3,70%~branża 0,73%","-4,58%~branża 0,51%","0,77%~branża 1,07%","-4,86%~branża 0,74%","5,69%~branża 11,18%","-7,94%~branża 2,60%"
2014/Q4 (gru 14) ,"-30,96%~branża 2,09%","-12,44%~branża 1,68%","-4,41%~branża 0,84%","-5,44%~branża 0,46%","0,37%~branża 0,37%","-5,85%~branża 0,63%","5,45%~branża 4,23%","-10,08%~branża 1,24%"
2015/Q1 (mar 15) ,"-25,98%~branża 0,78%","-11,00%~branża 0,63%","-3,66%~branża 0,69%","-4,98%~branża 0,48%","1,47%~branża 0,72%","-5,22%~branża 0,61%","6,82%~branża 4,97%","-8,07%~branża 1,28%"
2015/Q2 (cze 15) ,"7,04%~branża 3,90%","2,95%~branża 2,06%","3,26%~branża 1,36%","1,46%~branża 0,58%","3,92%~branża 0,85%","2,34%~branża 0,72%","9,52%~branża 6,24%","6,58%~branża 3,01%"
2015/Q3 (wrz 15) ,"7,70%~branża 4,86%","3,41%~branża 2,02%","3,63%~branża 1,85%","1,83%~branża 0,90%","4,37%~branża 1,05%","2,82%~branża 0,95%","10,23%~branża 6,32%","6,78%~branża 3,03%"
2015/Q4 (gru 15) ,"12,79%~branża 5,41%","5,89%~branża 3,15%","4,91%~branża 1,00%","3,21%~branża 0,79%","5,68%~branża 1,67%","4,19%~branża 0,99%","11,94%~branża 8,42%","9,02%~branża 3,95%"
2016/Q1 (mar 16) ,"10,78%~branża 6,16%","5,01%~branża 3,70%","4,27%~branża 1,14%","2,86%~branża 0,93%","4,89%~branża 1,27%","3,66%~branża 1,17%","11,47%~branża 8,50%","7,48%~branża 4,53%"
2016/Q2 (cze 16) ,"11,39%~branża 7,01%","5,13%~branża 3,82%","4,97%~branża 1,29%","3,36%~branża 1,11%","4,28%~branża 1,44%","4,02%~branża 1,33%","11,30%~branża 8,78%","7,60%~branża 4,46%"
2016/Q3 (wrz 16) ,"13,64%~branża 7,08%","6,57%~branża 4,12%","5,93%~branża 1,33%","4,42%~branża 1,15%","4,65%~branża 1,51%","5,28%~branża 1,38%","11,96%~branża 9,52%","8,82%~branża 4,79%"
2016/Q4 (gru 16) ,"19,66%~branża 17,66%","9,47%~branża 5,23%","9,47%~branża 1,62%","6,61%~branża 1,23%","7,26%~branża 2,00%","8,66%~branża 1,51%","14,24%~branża 9,76%","13,56%~branża 7,05%"
2017/Q1 (mar 17) ,"23,71%~branża 16,32%","12,54%~branża 6,81%","10,82%~branża 1,48%","7,94%~branża 1,09%","8,73%~branża 1,70%","10,43%~branża 1,34%","15,21%~branża 10,06%","17,09%~branża 9,00%"
2017/Q2 (cze 17) ,"24,59%~branża 17,78%","12,67%~branża 7,07%","9,97%~branża 1,39%","7,96%~branża 1,05%","8,11%~branża 1,01%","10,10%~branża 1,24%","14,31%~branża 9,11%","15,86%~branża 8,24%"
2017/Q3 (wrz 17) ,"22,23%~branża 16,14%","11,60%~branża 6,38%","10,11%~branża 1,39%","7,33%~branża 1,02%","8,66%~branża 0,97%","9,85%~branża 1,24%","14,75%~branża 9,40%","16,01%~branża 8,53%"
2017/Q4 (gru 17) ,"20,67%~branża 12,28%","10,97%~branża 3,82%","9,08%~branża 1,12%","6,98%~branża 0,79%","8,11%~branża 0,97%","9,14%~branża 0,92%","14,26%~branża 9,54%","14,27%~branża 5,42%"
2018/Q1 (mar 18) ,"17,93%~branża 8,98%","9,61%~branża 2,76%","8,14%~branża 0,85%","6,03%~branża 0,60%","7,32%~branża 0,75%","7,76%~branża 0,71%","13,56%~branża 9,12%","12,97%~branża 2,82%"
2018/Q2 (cze 18) ,"17,01%~branża 4,68%","8,67%~branża 2,05%","8,10%~branża 1,25%","5,63%~branża 0,52%","7,53%~branża 1,01%","7,58%~branża 0,67%","13,72%~branża 8,10%","12,47%~branża 3,12%"
2018/Q3 (wrz 18) ,"18,49%~branża 6,64%","9,55%~branża 1,37%","7,68%~branża 0,98%","6,13%~branża 0,22%","7,20%~branża 0,76%","7,64%~branża 0,26%","13,15%~branża 7,28%","11,96%~branża 4,19%"
2018/Q4 (gru 18) ,"15,47%~branża 0,06%","8,61%~branża 0,02%","6,47%~branża 0,64%","5,02%~branża 0,00%","5,52%~branża 0,59%","6,38%~branża -0,01%","11,30%~branża 10,03%","11,09%~branża 1,52%"
2019/Q1 (mar 19) ,"14,60%~branża 4,55%","7,71%~branża 1,98%","5,98%~branża 0,69%","4,76%~branża 0,41%","5,13%~branża 0,67%","6,04%~branża 0,55%","11,14%~branża 11,24%","9,69%~branża 2,90%"
2019/Q2 (cze 19) ,"14,13%~branża 6,15%","7,31%~branża 2,89%","5,60%~branża 1,14%","4,53%~branża 1,03%","4,98%~branża 1,25%","5,81%~branża 1,19%","11,27%~branża 9,03%","9,04%~branża 5,04%"
2019/Q3 (wrz 19) ,"11,46%~branża 12,10%","6,12%~branża 5,41%","5,23%~branża 1,45%","3,87%~branża 1,27%","4,80%~branża 1,54%","5,00%~branża 1,52%","11,54%~branża 8,19%","8,26%~branża 5,98%"
2019/Q4 (gru 19) ,"11,14%~branża 11,14%","6,04%~branża 4,35%","4,82%~branża 4,82%","3,87%~branża 1,36%","5,16%~branża 1,51%","4,81%~branża 1,68%","12,50%~branża 10,44%","7,53%~branża 5,73%"
2020/Q1 (mar 20) ,"3,32%~branża 5,85%","1,77%~branża 2,29%","2,28%~branża 0,75%","1,12%~branża 0,70%","1,87%~branża 0,73%","1,66%~branża 0,88%","9,64%~branża 8,56%","3,61%~branża 3,61%"
2020/Q2 (cze 20) ,"8,97%~branża 5,06%","4,36%~branża 1,94%","4,53%~branża 0,84%","3,73%~branża 0,54%","0,84%~branża 0,74%","3,90%~branża 1,04%","9,77%~branża 7,30%","5,29%~branża 2,99%"
2020/Q3 (wrz 20) ,"7,39%~branża 7,39%","3,63%~branża 2,23%","3,97%~branża 0,79%","3,28%~branża 0,53%","-0,10%~branża 0,45%","3,32%~branża 0,75%","9,68%~branża 6,97%","4,39%~branża 2,41%"
2020/Q4 (gru 20) ,"6,62%~branża 6,62%","3,29%~branża 2,09%","4,61%~branża 1,02%","3,20%~branża 0,50%","-0,01%~branża 0,57%","3,39%~branża 0,63%","11,06%~branża 8,12%","4,74%~branża 2,78%"
2021/Q1 (mar 21) ,"15,73%~branża 10,57%","7,45%~branża 3,74%","9,16%~branża 2,01%","7,73%~branża 1,46%","5,13%~branża 2,28%","8,63%~branża 1,82%","16,41%~branża 11,29%","8,82%~branża 4,75%"
2021/Q2 (cze 21) ,"11,44%~branża 18,42%","5,32%~branża 5,90%","6,84%~branża 1,85%","5,05%~branża 5,05%","5,93%~branża 1,88%","6,37%~branża 6,37%","16,28%~branża 10,90%","7,21%~branża 7,21%"
2021/Q3 (wrz 21) ,"15,49%~branża 16,59%","7,26%~branża 7,01%","8,53%~branża 2,62%","6,47%~branża 4,93%","7,14%~branża 1,80%","8,06%~branża 8,06%","16,75%~branża 13,74%","9,56%~branża 8,72%"
2021/Q4 (gru 21) ,"21,51%~branża 21,51%","10,42%~branża 8,10%","10,56%~branża 7,67%","8,47%~branża 4,29%","7,18%~branża 4,31%","10,42%~branża 8,70%","15,65%~branża 16,83%","12,99%~branża 9,44%"
2022/Q1 (mar 22) ,"22,04%~branża 22,04%","9,79%~branża 8,56%","9,96%~branża 5,98%","7,91%~branża 3,37%","9,23%~branża 3,66%","9,82%~branża 7,35%","16,86%~branża 18,48%","12,33%~branża 9,97%"
2022/Q2 (cze 22) ,"23,53%~branża 23,53%","11,00%~branża 8,68%","9,75%~branża 4,02%","7,44%~branża 1,74%","12,10%~branża 9,56%","9,47%~branża 2,17%","18,85%~branża 17,70%","14,42%~branża 11,49%"
2022/Q3 (wrz 22) ,"26,99%~branża 24,34%","13,76%~branża 10,02%","13,48%~branża 7,44%","10,68%~branża 1,80%","12,64%~branża 10,55%","13,01%~branża 2,24%","18,73%~branża 18,49%","17,36%~branża 14,90%"
2022/Q4 (gru 22) ,"24,63%~branża 14,80%","12,30%~branża 9,38%","14,80%~branża 12,76%","12,06%~branża 3,31%","13,59%~branża 12,40%","14,62%~branża 5,91%","18,88%~branża 18,48%","15,09%~branża 15,09%"
2023/Q1 (mar 23) ,"26,61%~branża 6,58%","14,24%~branża 6,77%","14,64%~branża 11,29%","11,60%~branża 2,39%","12,75%~branża 10,37%","14,75%~branża 4,61%","17,61%~branża 19,42%","17,97%~branża 15,16%"
2023/Q2 (cze 23) ,"27,52%~branża 8,50%","16,16%~branża 4,60%","13,95%~branża 3,70%","11,32%~branża 2,04%","10,68%~branża 3,67%","14,39%~branża 3,83%","15,88%~branża 16,72%","19,92%~branża 18,77%"
2023/Q3 (wrz 23) ,"20,79%~branża 5,51%","12,29%~branża 3,33%","11,12%~branża 4,50%","8,70%~branża 1,95%","10,01%~branża 4,67%","11,61%~branża 3,20%","15,55%~branża 14,84%","15,72%~branża 9,87%"
2023/Q4 (gru 23) ,"13,60%~branża 4,41%","7,83%~branża 2,93%","7,53%~branża 4,45%","5,55%~branża 2,38%","10,51%~branża 3,06%","8,13%~branża 3,15%","16,34%~branża 15,03%","10,62%~branża 8,80%"
2024/Q1 (mar 24) ,"9,46%~branża 9,46%","5,49%~branża 5,49%","5,74%~branża 4,55%","4,19%~branża 3,34%","9,30%~branża 5,76%","6,22%~branża 3,40%","15,66%~branża 15,30%","7,53%~branża 7,53%"
2024/Q2 (cze 24) ,"6,67%~branża 6,67%","3,80%~branża 3,80%","4,62%~branża 3,89%","2,90%~branża 2,90%","8,39%~branża 0,46%","4,80%~branża 0,20%","14,75%~branża 16,88%","6,05%~branża 4,16%"
2024/Q3 (wrz 24) ,"4,54%~branża 8,86%","2,64%~branża 2,64%","3,55%~branża 3,55%","2,01%~branża 2,01%","8,24%~branża 5,85%","4,02%~branża 3,32%","14,73%~branża 14,81%","4,66%~branża 4,66%"
